name, street, city, state, zipcode, county, lat, long
Graham and Parks,44 Linnaean Street,Cambridge,MA,02140,Middlesex County,42.38308,-71.124054
Granby Jr Sr High School,385 East State Street,Granby,MA,01033,Hampshire County,42.264668,-72.494036
GRANITE ACADEMY,6 COLUMBIAN ST,BRAINTREE,MA,02184,Norfolk County,42.18402,-70.974611
Granite Valley School,21 Thompson Street,Monson,MA,01057,Hampden County,42.112226,-72.31778
Great Falls Middle,224 Turnpike Rd,Montague,MA,01351,Franklin County,42.587467,-72.542768
Great Oak,76 Pickering Street,Danvers,MA,01923,Essex County,42.569953,-70.948688
GREATER BOSTON ACADEMY,108 POND ST,STONEHAM,MA,02180,Middlesex County,42.46813,-71.095571
Greater Commonwealth Virtual School,238 Main St.,Greenfield,MA,01301,Franklin County,42.58823,-72.602291
Greater Egleston High School,80 School Street,Roxbury,MA,02119,Suffolk County,42.314052,-71.099189
GREATER GRACE CHRISTIAN ACADEMY,101 MAIN ST,SAUGUS,MA,01906,Essex County,42.464619,-71.018528
GREATER VISIONS CHILDRENS CENTER,180 OLD WESTFORD RD,CHELMSFORD,MA,01824,Middlesex County,42.61149,-71.379001
Green Meadow,5 Tiger Drive,Maynard,MA,01754,Middlesex County,42.42379,-71.458257
Green Meadows Elementary,38 North Rd,Hampden,MA,01036,Hampden County,42.066664,-72.412134
GREENFIELD CENTER SCHOOL,739 BERNARDSTON RD,GREENFIELD,MA,01301,Franklin County,42.618669,-72.574847
Greenfield High,21 Barr Avenue,Greenfield,MA,01301,Franklin County,42.605244,-72.59456
Greenfield Middle,195 Federal Street,Greenfield,MA,01301,Franklin County,42.595688,-72.596468
Greenhalge,149 Ennell Street,Lowell,MA,01850,Middlesex County,42.65744,-71.309032
Greenleaf Academy,58 Chadwick Street,Bradford,MA,01835,Essex County,42.769042,-71.078973
Greenlodge,191 Greenlodge Street,Dedham,MA,02026,Norfolk County,42.224778,-71.155896
Greenmont Avenue,37 Greenmont Avenue,Dracut,MA,01826,Middlesex County,42.66917,-71.30805
Greenwood,1030 Main Street,Wakefield,MA,01880,Middlesex County,42.480673,-71.06411
Greenwood Sarah K-8 School,189 Glenway Street,Dorchester,MA,02121,Suffolk County,42.29695,-71.080211
Grew Elementary School,40 Gordon Avenue,Hyde Park,MA,02136,Suffolk County,42.256827,-71.127155
Greylock,100 Phelps Avenue,North Adams,MA,01247,Berkshire County,42.697316,-73.15598
GROTON COMMUNITY SCHOOL,110 BOSTON RD,GROTON,MA,01450,Middlesex County,42.595922,-71.561005
Groton Dunstable Regional,703 Chicoppe Row,Groton,MA,01450,Middlesex County,42.65109,-71.540285
Groton Dunstable Regional Middle,346 Main Street,Groton,MA,01450,Middlesex County,42.617038,-71.579915
GROTON SCHOOL,282 FARMERS ROW,GROTON,MA,01450,Middlesex County,42.593954,-71.58448
GROWING YEARS LEARNING CENTER,423 HOWE ST,METHUEN,MA,01844,Essex County,42.76912,-71.160531
Guild Elementary School,195 Leyden Street,East Boston,MA,02128,Suffolk County,42.388492,-71.004144
Guilmette Middle School,80 Bodwell St,Lawrence,MA,01841,Essex County,42.70003,-71.1768
H H Galligan,15 Sheridan Street,Taunton,MA,02780,Bristol County,41.90069,-71.107963
H Olive Day,232 Main Street,Norfolk,MA,02056,Norfolk County,42.120368,-71.335155
H.B. Lawrence School,156 Cabot Street,Holyoke,MA,01040,Hampden County,42.203053,-72.613544
Hadley,24 Redington Street,Swampscott,MA,01907,Essex County,42.468736,-70.916284
Hadley Elementary,21 River Drive,Hadley,MA,01035,Hampshire County,42.352453,-72.586322
Haggerty,110 Cushing Street,Cambridge,MA,02138,Middlesex County,42.378095,-71.152562
Hajjar Elementary,59 Rogers Street,Billerica,MA,01862,Middlesex County,42.585983,-71.279583
Hale,55 Hartley Road,Stow,MA,01775,Middlesex County,42.440874,-71.507098
Hale Elementary School,51 Cedar Street,Roxbury,MA,02119,Suffolk County,42.32548,-71.091144
Haley Pilot School,570 American Legion Hwy,Roslindale,MA,02131,Suffolk County,42.286598,-71.107482
Halifax Elementary,464 Plymouth Street,Halifax,MA,02338,Plymouth County,41.990928,-70.857868
Hamilton-Wenham Regional High,775 Bay Rd,South Hamilton,MA,01982,Essex County,42.62864,-70.84889
Hampden Charter School of Science,20 Johnson Rd,Chicopee,MA,01022,Hampden County,42.19709,-72.563194
Hampden Charter School of Science West,511 Main St.,West Springfield,MA,01089,Hampden County,42.102932,-72.60878
Hampshire Regional High,19 Stage Rd,Westhampton,MA,01027,Hampshire County,42.302622,-72.771787
Hancock,125 Pearl Street,Brockton,MA,02301,Plymouth County,42.085234,-71.066603
Hancock Elementary,3080 Hancock Road,Hancock,MA,01237,Berkshire County,42.576762,-73.299172
HANDS-ON MONTESSORI SCHOOL,12 CREEDEN ST,MANSFIELD,MA,20481,Bristol County,42.02911,-71.227263
Hannah Elementary,41R Brimbal Avenue,Beverly,MA,01915,Essex County,42.567245,-70.868078
Hanover High,287 Cedar Street,Hanover,MA,02339,Plymouth County,42.130412,-70.869951
Hanover Middle,45 Whiting Street,Hanover,MA,02339,Plymouth County,42.132146,-70.87753
Hanscom School,6 Ent Road,Hanscom Air Force Base,MA,01731,Middlesex County,42.456899,-71.27855
Hanson Middle School,111 Liberty Street,Hanson,MA,02341,Plymouth County,42.07677,-70.873913
Happy Hollow School,63 Pequot Rd,Wayland,MA,01778,Middlesex County,42.337981,-71.369587
HARBORLIGHT MONTESSORI,243 ESSEX ST,BEVERLY,MA,01915,Essex County,42.56503,-70.863771
Hardwick Elementary,76 School House Dr.,Gilbertville,MA,01031,Worcester County,42.316708,-72.186034
Hardy,52 Lake Street,Arlington,MA,02474,Middlesex County,42.404424,-71.145391
Harmony Grove Elementary,169 Leland Street,Framingham,MA,01701,Middlesex County,42.271342,-71.39825
Harold L Qualters Middle,240 East Street,Mansfield,MA,02048,Bristol County,42.02909,-71.206362
Harrington,328 Lowell Street,Lexington,MA,02420,Middlesex County,42.445332,-71.198767
Harris Brook Elementary School,209 Fuller Street,Ludlow,MA,01056,Hampden County,42.177258,-72.488067
Harry Lee Cole,26 Middleton Rd,Boxford,MA,01921,Essex County,42.660382,-71.001718
Harvard-Kent Elementary School,50 Bunker Hill Street,Charlestown,MA,02129,Suffolk County,42.37656,-71.057454
Harwich Elementary School,263 South Street,Harwich,MA,02645,Barnstable County,41.684028,-70.083366
Hastings Middle,30 School Street,Fairhaven,MA,02719,Bristol County,41.646915,-70.898112
Hatfield Elementary,33 Main Street,Hatfield,MA,01038,Hampshire County,42.369881,-72.60041
Hatherly Elementary,72 Ann Vinal Rd,Scituate,MA,02066,Plymouth County,42.216533,-70.761589
Haverhill High,137 Monument Street,Haverhill,MA,01832,Essex County,42.78729,-71.107005
Hawlemont Regional,10 School Street,Charlemont,MA,01339,Franklin County,42.627222,-72.874067
Hawthorne Brook,64 Brookline Rd,Townsend,MA,01469,Middlesex County,42.674567,-71.702538
Hayden/McFadden,361 Cedar Grove,New Bedford,MA,02746,Bristol County,41.654741,-70.931923
Haynes Early Education Center,263 Blue Hill Avenue,Roxbury Plain,MA,02119,Suffolk County,42.315102,-71.078809
Head Start,770 Main Street,Worcester,MA,01610,Worcester County,42.257142,-71.810032
Heard Street,200 Heard Street,Worcester,MA,01603,Worcester County,42.231295,-71.843391
Heath-Brook,165 Shawsheen Street,Tewksbury,MA,01876,Middlesex County,42.583427,-71.218426
Hedge,258 Standish Avenue,Plymouth,MA,02360,Plymouth County,41.97407,-70.687627
Heights Elementary,454 South Main Street,Sharon,MA,02067,Norfolk County,42.104759,-71.205087
Helen Hansen Elementary,1800 Central Street,Stoughton,MA,02072,Norfolk County,42.13016,-71.13085
Helen Keller Elementary,500 Lincoln Street,Franklin,MA,02038,Norfolk County,42.109168,-71.397322
Helen R Donaghue School,24 Union Street Ext.,Merrimac,MA,01860,Essex County,42.82794,-71.00522
Helen Y. Davis Leadership Academy Charter Public School,23 Leonard Street,Boston,MA,02122,Suffolk County,42.3013,-71.0588
HELLENIC AMERICAN ACADEMY,41 BROADWAY ST,LOWELL,MA,01854,Middlesex County,42.644246,-71.315718
Hemenway,729 Water Street,Framingham,MA,01701,Middlesex County,42.33054,-71.432123
Henderson K-12 Inclusion School Lower,1669 Dorchester Avenue,Dorchester,MA,02122,Suffolk County,42.293932,-71.062302
Henderson K-12 Inclusion School Upper,18 Croftland Av,Dorchester,MA,02124,Suffolk County,42.281275,-71.069596
Hennigan K-8 School,200 Heath Street,Jamaica Plain,MA,02130,Suffolk County,42.325918,-71.106639
Henri A. Yelle,64 West Main Street,Norton,MA,02766,Bristol County,41.962209,-71.192271
Henry B. Burkland Elementary School,41 Mayflower Avenue,Middleborough,MA,02346,Plymouth County,41.8861,-70.91057
Henry C Sanborn Elementary,90 Lovejoy Road,Andover,MA,01810,Essex County,42.64199,-71.17852
Henry E Warren Elementary,73 Fruit Street,Ashland,MA,01721,Middlesex County,42.242065,-71.444828
Henry J Robinson Middle,110 June Street,Lowell,MA,01850,Middlesex County,42.65904,-71.30237
Henry Lord Community School,151 Amity Street,Fall River,MA,02721,Bristol County,41.672727,-71.168872
Henry P Clough,10 North Avenue,Mendon,MA,01756,Worcester County,42.109095,-71.556349
Henry Whittemore Elementary School,30 Parmenter Road,Waltham,MA,02453,Middlesex County,42.365075,-71.229381
Herbert Clark Hoover,37 Glendower Road,Melrose,MA,02176,Middlesex County,42.44952,-71.050018
Heritage School,34 Oxford Rd,Charlton,MA,01507,Worcester County,42.13065,-71.93756
Hernandez K-8 School,61 School Street,Roxbury,MA,02119,Suffolk County,42.313857,-71.098009
Higginson Inclusion K0-2 School,160 Harrishof Street,Roxbury,MA,02119,Suffolk County,42.317641,-71.092002
Higginson-Lewis K-8 School,131 Walnut Avenue,Roxbury,MA,02119,Suffolk County,42.32076,-71.086948
High Plain Elementary,333 High Plain Road,Andover,MA,01810,Essex County,42.664563,-71.212135
HIGH ROAD SCHOOL OF MA,450 PLEASANT ST,EAST BRIDGEWATER,MA,02333,Plymouth County,42.04162,-70.985581
High Rock School,77 Ferndale Road,Needham,MA,02492,Norfolk County,42.27464,-71.243868
High School Learning Center,1 Parker Street,Lawrence,MA,01843,Essex County,42.700675,-71.160366
High School Of Commerce,415 State Street,Springfield,MA,01105,Hampden County,42.10642,-72.577064
Highland,34 Western Avenue,Westfield,MA,01085,Hampden County,42.1192,-72.769072
Highlands,144 Wildwood Avenue,Braintree,MA,02184,Norfolk County,42.17761,-71.005077
Highlands,190 Hobart Street,Danvers,MA,01923,Essex County,42.564345,-70.959092
Hildreth Elementary School,27 Massachusetts Avenue,Harvard,MA,01451,Worcester County,42.49764,-71.581063
Hill View Montessori Charter Public School,75 Foundation Avenue,Haverhill,MA,01835,Essex County,42.766253,-71.119835
Hill-Roberts Elementary School,80 Roy Avenue,Attleboro,MA,02703,Bristol County,41.917642,-71.349749
HILLCREST EDUCATIONAL FOUNDATION,242 W MOUNTAIN RD,LENOX,MA,01240,Berkshire County,42.395442,-73.288894
Hillcrest Elementary School,30 Griswold Street,Turners Fall,MA,01376,Franklin County,42.597893,-72.554763
HILLSIDE SCHOOL,404 ROBIN HILL ST,MARLBOROUGH,MA,01752,Middlesex County,42.352236,-71.60568
Hilltown Cooperative Charter Public School,1 Industrial Parkway,Easthampton,MA,01027,Hampshire County,42.286671,-72.660132
Hingham High,17 Union Street,Hingham,MA,02043,Plymouth County,42.227476,-70.87764
Hingham Middle School,1103 Main Street,Hingham,MA,02043,Plymouth County,42.18101,-70.887595
Hiram L Dorman,20 Lydia Street,Springfield,MA,01109,Hampden County,42.12815,-72.53922
Hobomock Elementary,81 Learning Lane,Pembroke,MA,02359,Plymouth County,42.052891,-70.795783
Holbrook Middle High School,245 So. Franklin Street,Holbrook,MA,02343,Norfolk County,42.149041,-71.005442
HOLDEN CHRISTIAN ACADEMY,279 RESERVOIR ST,HOLDEN,MA,01520,Worcester County,42.340611,-71.867703
Holland Elementary,28 Sturbridge Road,Holland,MA,01521,Hampden County,42.065297,-72.159733
Hollis,482 Washington Street,Braintree,MA,02184,Norfolk County,42.215886,-71.003099
Holliston High,370 Hollis Street,Holliston,MA,01746,Middlesex County,42.205465,-71.443327
Holmes Elementary School,40 School Street,Dorchester,MA,02124,Suffolk County,42.296752,-71.075664
Holten Richmond Middle School,55 Conant Street,Danvers,MA,01923,Essex County,42.567834,-70.929187
HOLY FAMILY ACADEMY,99 NICHOLS ST,GARDNER,MA,01440,Worcester County,42.573995,-71.99893
HOLY NAME PARISH SCHOOL,535 W ROXBURY PKWY,WEST ROXBURY,MA,02132,Suffolk County,42.28832,-71.148191
HOLY NAME SCHOOL,850 PEARCE ST,FALL RIVER,MA,02720,Bristol County,41.71316,-71.139951
Holyoke Community Charter School,2200 Northampton St,Holyoke,MA,01040,Hampden County,42.18584,-72.628668
Holyoke High,500 Beech Street,Holyoke,MA,01040,Hampden County,42.200352,-72.623346
Holyoke STEM Academy,1045 Main Street,Holyoke,MA,01040,Hampden County,42.17847,-72.63023
Hood,24 Oakwood Avenue,Lynn,MA,01902,Essex County,42.478539,-70.938565
Hoosac Valley Elementary School,14 Commercial Street,Adams,MA,01220,Berkshire County,42.61859,-73.12074
Hoosac Valley High School,125 Savoy Rd,Cheshire,MA,01225,Berkshire County,42.594074,-73.115223
Hoosac Valley Middle School,125 Savoy Road,Cheshire,MA,01225,Berkshire County,42.594074,-73.115223
HOPE CHRISTIAN SCHOOL,1095 S ST,BRIDGEWATER,MA,02324,Plymouth County,41.961681,-70.983072
Hopedale Jr Sr High,25 Adin Street,Hopedale,MA,01747,Worcester County,42.12889,-71.53757
HOPEFUL JOURNEYS EDUCATIONAL CENTER,28 TOZER RD,BEVERLY,MA,01915,Essex County,42.573784,-70.884136
Hopkins Academy,131 Russell Street,Hadley,MA,01035,Hampshire County,42.341285,-72.591522
Hopkins Elementary School,104 Hayden Rowe Street,Hopkinton,MA,01748,Middlesex County,42.21452,-71.52007
Hopkinton High,90 Hayden Rowe Street,Hopkinton,MA,01748,Middlesex County,42.217873,-71.519082
Hopkinton Middle School,88 Hayden Rowe Street,Hopkinton,MA,01748,Middlesex County,42.219009,-71.519116
Hopkinton Pre-School,88 Hayden Rowe Street,Hopkinton,MA,01748,Middlesex County,42.219009,-71.519116
Horace Mann,224 Oak Street,Franklin,MA,02038,Norfolk County,42.091639,-71.405981
Horace Mann,40 Damon Avenue,Melrose,MA,02176,Middlesex County,42.468617,-71.056604
Horace Mann,225 Nevada Street,Newtonville,MA,02460,Middlesex County,42.36047,-71.208901
Horace Mann Laboratory,79 Willson Street,Salem,MA,01970,Essex County,42.50702,-70.90919
Horace Mann School for the Deaf Hard of Hearing,28 Walker St,Charlestown,MA,02129,Suffolk County,42.379092,-71.067231
Hosmer,1 Concord Rd,Watertown,MA,02472,Middlesex County,42.368699,-71.168426
Houghton Elementary,32 Boutelle Road,Sterling,MA,01564,Worcester County,42.412789,-71.776936
Howard School,70 Howard Street,West Bridgewater,MA,02379,Plymouth County,42.019919,-71.010971
Howe-Manning,26 Central Street,Middleton,MA,01949,Essex County,42.596824,-71.015403
Hubbardston Center,8 Elm Street,Hubbardston,MA,01452,Worcester County,42.474399,-72.007617
Huckleberry Hill,5 Knoll Road,Lynnfield,MA,01940,Essex County,42.523087,-71.022968
Hudson High,69 Brigham Street,Hudson,MA,01749,Middlesex County,42.380377,-71.58054
Hull High,180 Main Street,Hull,MA,02045,Plymouth County,42.304364,-70.920355
Hunnewell,28 Cameron Street,Wellesley,MA,02482,Norfolk County,42.29555,-71.289948
Hurld-Wyman Elementary School,39 Wyman Street,Woburn,MA,01801,Middlesex County,42.493188,-71.159777
Hurley K-8 School,70 Worcester Street,Boston,MA,02118,Suffolk County,42.339033,-71.077862
Hyannis West Elementary,549 West Main Street,Hyannis,MA,02601,Barnstable County,41.649973,-70.316613
Hyman Fine Elementary School,790 Oak Hill Avenue,Attleboro,MA,02703,Bristol County,41.916215,-71.272083
IMMACULATE CONCEPTION,127 WINTHROP AVE,REVERE,MA,02151,Suffolk County,42.406853,-71.009991
IMMACULATE CONCEPTION NEWBURYPORT,1 WASHINGTON ST,NEWBURYPORT,MA,01950,Essex County,42.809501,-70.873735
IMMACULATE CONCEPTION SCHOOL,218 E MERRIMACK ST,LOWELL,MA,01852,Middlesex County,42.644636,-71.301509
IMMACULATE HEART OF MARY SCHOOL,282 STILL RIVER RD,HARVARD,MA,01451,Worcester County,42.48288,-71.622825
Impact Prep at Chestnut,355 Plainfield Street,Springfield,MA,01107,Hampden County,42.1187,-72.611931
Indian Brook,1181 State Rd,Plymouth,MA,02360,Plymouth County,41.889511,-70.54274
Indian Head,720 Indian Head Street,Hanson,MA,02341,Plymouth County,42.061533,-70.858671
Indian Orchard Elementary,95 Milton Street,Indian Orchard,MA,01151,Hampden County,42.154998,-72.493708
Ingalls,1 Collins Street Terrace,Lynn,MA,01902,Essex County,42.471727,-70.936733
INLY SCHOOL,46 WATCH HILL DR,SCITUATE,MA,02066,Plymouth County,42.17284,-70.759411
Innovation Academy Charter School,72 Tyng Road,Tyngsboro,MA,01879,Middlesex County,42.659004,-71.408283
Ipswich High,134 High Street,Ipswich,MA,01938,Essex County,42.688641,-70.851354
Ipswich Middle School,130 High Street,Ipswich,MA,01938,Essex County,42.688641,-70.851354
Irwin M. Jacobs Elementary School,47 Emery Street,New Bedford,MA,02744,Bristol County,41.611106,-70.915255
Israel Loring School,80 Woodside Road,Sudbury,MA,01776,Middlesex County,42.34976,-71.408109
Ivan G Smith,15 Lobao Drive,Danvers,MA,01923,Essex County,42.587605,-70.953883
IVY STREET SCHOOL,200 IVY ST,BROOKLINE,MA,02446,Norfolk County,42.347506,-71.113121
J C Solmonese,315 West Main Street,Norton,MA,02766,Bristol County,41.952813,-71.227797
J F Kennedy Elementary,20 Hurley Dr,Randolph,MA,02368,Norfolk County,42.166388,-71.034158
J F Kennedy Memorial,551 Pond Street,Franklin,MA,02038,Norfolk County,42.10845,-71.427484
J F Kennedy Middle School,165 Mill Street,Natick,MA,01760,Middlesex County,42.290828,-71.383273
J Harding Armstrong,18 Fisher Street,Westborough,MA,01581,Worcester County,42.2702,-71.623101
J Henry Higgins Middle,85 Perkins Street,Peabody,MA,01960,Essex County,42.525684,-70.941094
J Turner Hood,298A Haverhill St,North Reading,MA,01864,Middlesex County,42.595442,-71.089458
J Warren Killam,333 Charles Street,Reading,MA,01867,Middlesex County,42.540973,-71.090418
Jabish Middle School,62 North Washington Street,Belchertown,MA,01007,Hampshire County,42.267451,-72.399305
JACKSON SCHOOL,200 JACKSON RD,NEWTON,MA,02458,Middlesex County,42.356254,-71.194706
Jackson Street,120 Jackson Street,Northampton,MA,01060,Hampshire County,42.334693,-72.645294
Jacob Hiatt Magnet,772 Main Street,Worcester,MA,01610,Worcester County,42.256966,-71.810459
James B Congdon,50 Hemlock Street,New Bedford,MA,02740,Bristol County,41.621706,-70.931591
James Clark School,65 Oxford Street,Agawam,MA,01001,Hampden County,42.045491,-72.631489
