name, street, city, state, zipcode, county, lat, long
Donald P Timony Grammar,45 Pleasant View Street,Methuen,MA,01844,Essex County,42.73073,-71.172292
Donald Ross,20 Hayward Street,Braintree,MA,02184,Norfolk County,42.22875,-70.986974
Dorothy L Beckwith,330R Winthrop Street,Rehoboth,MA,02769,Bristol County,41.847582,-71.255982
Douglas Elementary School,19 Davis Street,Douglas,MA,01516,Worcester County,42.070881,-71.706558
Douglas High School,33 Davis Street,Douglas,MA,01516,Worcester County,42.06759,-71.69996
Douglas MacArthur Elementary School,494 Lincoln Street,Waltham,MA,02451,Middlesex County,42.40416,-71.25002
Douglas Middle School,21 Davis Street,Douglas,MA,01516,Worcester County,42.070877,-71.705077
Douglas Primary School,17 Gleason Court,Douglas,MA,01516,Worcester County,42.070658,-71.709015
Dover-Sherborn Regional High,9 Junction Street,Dover,MA,02030,Norfolk County,42.218272,-71.325009
Dover-Sherborn Regional Middle School,155 Farm Street,Dover,MA,02030,Norfolk County,42.219744,-71.32332
Downey,55 Electric Avenue,Brockton,MA,02302,Plymouth County,42.077897,-70.993993
Downey,250 Downey Street,Westwood,MA,02090,Norfolk County,42.214401,-71.176384
Dr An Wang School,365 West Meadow Road,Lowell,MA,01854,Middlesex County,42.648875,-71.349945
Dr Frederick N Sweetsir,104 Church Street,Merrimac,MA,01860,Essex County,42.84127,-71.01168
Dr Gertrude Bailey,175 Campbell Drive,Lowell,MA,01851,Middlesex County,42.621314,-71.335656
Dr John C Page School,694 Main Street,West Newbury,MA,01985,Essex County,42.808673,-70.962076
Dr Paul Nettle,150 Boardman Street,Haverhill,MA,01830,Essex County,42.77376,-71.06012
Dr W Arnone Community School,135 Belmont Street,Brockton,MA,02301,Plymouth County,42.079998,-71.024966
Dr. Janice Adie Day School,60 Carlisle Street,Chelmsford,MA,01851,Middlesex County,42.608237,-71.304295
Dr. Kevin M. Hurley Middle School,650 Newman Avenue,Seekonk,MA,02771,Bristol County,41.860197,-71.330813
Dr. Philip O. Coakley Middle School,1315 Washington Street,Norwood,MA,02062,Norfolk County,42.172428,-71.210773
Dr. Rick DeCristofaro Learning Center,180 Old Colony Avenue,Quincy,MA,02170,Norfolk County,42.26067,-71.01297
Dracut Senior High,1540 Lakeview Avenue,Dracut,MA,01826,Middlesex County,42.674583,-71.335956
Drury High,1130 South Church Street,North Adams,MA,01247,Berkshire County,42.6698,-73.096031
Dual Language School,617 Lexington St,Waltham,MA,02452,Middlesex County,42.39459,-71.229606
Dudley Elementary,16 School Street,Dudley,MA,01571,Worcester County,42.057329,-71.885883
Dudley Middle School,70 Dudley-Oxford Road,Dudley,MA,01571,Worcester County,42.055018,-71.914052
Dudley Street Neighborhood Charter School,6 Shirley Street,Boston,MA,02119,Suffolk County,42.323552,-71.0729
Dupont Middle,650 Front Street,Chicopee,MA,01013,Hampden County,42.146927,-72.59227
Duxbury High,71 Alden Street,Duxbury,MA,02332,Plymouth County,42.046683,-70.679012
Duxbury Middle,71 Alden Street,Duxbury,MA,02332,Plymouth County,42.045715,-70.678669
E Ethel Little School,7 Barberry Lane,North Reading,MA,01864,Middlesex County,42.56967,-71.12085
E J Harrington,21 Dexter Street,Lynn,MA,01902,Essex County,42.46482,-70.93911
E N White Elementary,1 Jefferson Street,Holyoke,MA,01040,Hampden County,42.225114,-72.626514
E Somerville Community,50 Cross Street,Somerville,MA,02145,Middlesex County,42.385991,-71.086355
E W Thurston Middle,850 High Street,Westwood,MA,02090,Norfolk County,42.219328,-71.222367
Eagle Education Academy,53 Eagle Street,Pittsfield,MA,01201,Berkshire County,42.451593,-73.251837
EAGLE HILL SCHOOL,242 OLD PETERSHAM RD,HARDWICK,MA,01037,Worcester County,42.364354,-72.198382
Eames Way School,165 Eames Way,Marshfield,MA,02050,Plymouth County,42.132772,-70.727998
Early Childhood Center,1100 High Street,Dedham,MA,02026,Norfolk County,42.245786,-71.193945
Early Childhood Center,100 Bennet Street,Lynn,MA,01905,Essex County,42.455774,-70.963335
Early Childhood Center,17 Washington Street,Marlborough,MA,01752,Middlesex County,42.348913,-71.546463
Early Childhood Center,16 Franklin Street,Melrose,MA,02176,Middlesex County,42.466552,-71.062058
Early Childhood Center,9 Branch Street,Methuen,MA,01844,Essex County,42.707287,-71.213086
Early Childhood Center,1745 Main Street,Jefferson,MA,01522,Worcester County,42.362218,-71.887037
Early Childhood Center at the Doyle School,11 Paul Avenue,Wakefield,MA,01880,Middlesex County,42.493458,-71.081744
Early Childhood Education Center,15 Catherine Street,Springfield,MA,01109,Hampden County,42.111969,-72.563882
Early Learning Center,160 James St,Attleboro,MA,02703,Bristol County,41.931705,-71.280581
Early Learning Center,300 N Eastern Ave.,Fall River,MA,02723,Bristol County,41.700814,-71.130408
East Area,167-169 Lyman Street,Westborough,MA,01581,Worcester County,42.293114,-71.604186
EAST BOSTON CENTRAL CATHOLIC SCHOOL,69 LONDON ST,EAST BOSTON,MA,02128,Suffolk County,42.371548,-71.039936
East Boston Early Education Center,135 Grove Street,East Boston,MA,02128,Suffolk County,42.369748,-71.034033
East Boston High School,86 White Street,East Boston,MA,02128,Suffolk County,42.381258,-71.034937
East Bridgewater JR./SR. High School,143 Plymouth Street,East Bridgewater,MA,02333,Plymouth County,42.027304,-70.957022
East Brookfield Elementary,410 East Main Street,East Brookfield,MA,01515,Worcester County,42.232587,-72.037048
East Elementary,45 Wilshire Dr,Sharon,MA,02067,Norfolk County,42.114561,-71.148083
East Elementary School,2 Collins Street,Hingham,MA,02043,Plymouth County,42.239285,-70.866285
East Fairhaven,2 New Boston Road,Fairhaven,MA,02719,Bristol County,41.650274,-70.862464
East Falmouth Elementary,33 Davisville Rd,East Falmouth,MA,02536,Barnstable County,41.576602,-70.560262
EAST GATE CHRISTIAN ACADEMY,54 BEDARD ST,FALL RIVER,MA,02723,Bristol County,41.690128,-71.131969
East Longmeadow High,180 Maple Street,East Longmeadow,MA,01028,Hampden County,42.058578,-72.525007
East Meadow,393 East State Street,Granby,MA,01033,Hampshire County,42.26516,-72.49142
East Middle School,305 River St.,Braintree,MA,02184,Norfolk County,42.21987,-70.987942
East Middle School,464 Centre Street,Brockton,MA,02302,Plymouth County,42.085783,-71.000963
East Street Elementary School,508 East Street,Ludlow,MA,01056,Hampden County,42.16136,-72.466959
East Taunton Elementary,58R Stevens Street,East Taunton,MA,02718,Bristol County,41.871536,-71.041476
East Veterans Elementary School,11 Webster Street,Gloucester,MA,01930,Essex County,42.620392,-70.650449
Eastford Road,120 Eastford Road,Southbridge,MA,01550,Worcester County,42.068072,-72.039815
Eastham Elementary,200 Schoolhouse Road,Eastham,MA,02642,Barnstable County,41.841312,-69.97366
Easthampton High,70 Williston Avenue,Easthampton,MA,01027,Hampshire County,42.26052,-72.670991
EASTON COUNTRY DAY SCHOOL,91 CENTER ST,NORTH EASTON,MA,02356,Bristol County,42.060635,-71.102974
Easton Middle School,98 Columbus Avenue,North Easton,MA,02356,Bristol County,42.05863,-71.11159
EBRIDGE MONTESSORI SCHOOL,57 E MAIN ST STE 101,WESTBOROUGH,MA,01581,Worcester County,42.274554,-71.608212
Eddy Elementary,2298 Main Street,Brewster,MA,02631,Barnstable County,41.761671,-70.06973
Edgar B Davis,380 Plain Street,Brockton,MA,02302,Plymouth County,42.05502,-70.99948
Edgar F. Hooks Elementary,300 Crescent Avenue,Chelsea,MA,02150,Suffolk County,42.399394,-71.019003
Edgartown Elementary,35 Robinson Road,Edgartown,MA,02539,Dukes County,41.389828,-70.521811
Edison Elementary School,60 Glenmont Road,Brighton,MA,02135,Suffolk County,42.345538,-71.160232
Edison Evening Academy,470 Forest Avenue,Brockton,MA,02301,Plymouth County,42.067224,-71.044198
Edith C Baker,205 Beverly Rd,Chestnut Hill,MA,02467,Norfolk County,42.302717,-71.158296
Edmund Hatch Bennett,47 North Walker Street,Taunton,MA,02780,Bristol County,41.903124,-71.13803
Edward A Sisson,58 Conomo Avenue,Lynn,MA,01904,Essex County,42.486345,-70.958112
Edward F. Leddy Preschool,36 Second Street,Taunton,MA,02780,Bristol County,41.886611,-71.093976
Edward F. Parthum,255 E Haverhill Street,Lawrence,MA,01841,Essex County,42.718675,-71.143474
Edward G. Molin Elementary School,70 Low Street,Newburyport,MA,01950,Essex County,42.808714,-70.887204
Edward M. Kennedy Academy for Health Careers (Horace Mann,10 Fenwood Road,Boston,MA,02115,Suffolk County,42.333976,-71.106648
Edward P. Boland School,426 Armory Street,Springfield,MA,01104,Hampden County,42.12013,-72.58686
Edwin A Jones Early Childhood Center,137 Walnut Street,Stoughton,MA,02072,Norfolk County,42.12325,-71.09697
Egremont,84 Egremont Avenue,Pittsfield,MA,01201,Berkshire County,42.437329,-73.229271
Eleanor N Johnson Middle,111 Robbins Road,Walpole,MA,02081,Norfolk County,42.150981,-71.256564
ELEMENTS ACADEMY,161 FORBES RD,BRAINTREE,MA,02184,Norfolk County,42.220917,-71.033301
Elias Brookings,433 Walnut Street,Springfield,MA,01105,Hampden County,42.099196,-72.563781
Eliot K-8 Innovation School,16 Charter Street,Boston,MA,02113,Suffolk County,42.366137,-71.05343
Elizabeth Carter Brooks,212 Nemasket Street,New Bedford,MA,02740,Bristol County,41.643273,-70.953547
Elizabeth Pole,215 Harris Street,Taunton,MA,02780,Bristol County,41.902023,-71.065507
Elizabeth S Brown,29 Gardners Neck Road,Swansea,MA,02777,Bristol County,41.748095,-71.197507
Ellen R Hathaway,256 Court Street,New Bedford,MA,02740,Bristol County,41.633168,-70.940276
Ellis Elementary School,302 Walnut Avenue,Roxbury,MA,02119,Suffolk County,42.316138,-71.092972
Ellison-Parks Early Education School,108 Babson Street,Mattapan,MA,02126,Suffolk County,42.27174,-71.09181
Elm Park Community,23 North Ashland Street,Worcester,MA,01609,Worcester County,42.269037,-71.807253
Elm Street School,415 Elm Street,Walpole,MA,02081,Norfolk County,42.154155,-71.267313
Elmer S Bagnall,253 School Street,Groveland,MA,01834,Essex County,42.743123,-71.024113
Elmwood,14 Elm Street,Hopkinton,MA,01748,Middlesex County,42.225554,-71.539639
Elmwood Street,40 Elmwood Street,Millbury,MA,01527,Worcester County,42.187608,-71.773266
Elsie A Hastings Elementary,111 East Main Street,Westborough,MA,01581,Worcester County,42.27886,-71.60269
Elwyn G Campbell,145 Essex Street,New Bedford,MA,02745,Bristol County,41.701707,-70.93775
Emergence Academy,415 State Street,Springfield,MA,01105,Hampden County,42.10642,-72.577064
Emily G Wetherbee,75 Newton Street,Lawrence,MA,01843,Essex County,42.694513,-71.166621
Emma L Miller Elementary School,26 Chapel Rd,Savoy,MA,01256,Berkshire County,42.569487,-72.995268
English High School,144 McBride Street,Boston,MA,02130,Suffolk County,42.306235,-71.109548
Enoch Cobb Early Learning Center,50 Old Craigville Road,Hyannis,MA,02601,Barnstable County,41.650382,-70.317016
Ephraim Curtis Middle,22 Pratts Mill Road,Sudbury,MA,01776,Middlesex County,42.380676,-71.433501
EPIPHANY SCHOOL,154 CENTRE ST,DORCHESTER CENTER,MA,02124,Suffolk County,42.293108,-71.066076
EPSTEIN HILLEL SCHOOL,6 COMMUNITY RD,MARBLEHEAD,MA,01945,Essex County,42.485119,-70.875196
Ernest F Upham,35 Wynnewood Rd,Wellesley,MA,02481,Norfolk County,42.311282,-71.299561
Erving Elementary,28 Northfield Rd,Erving,MA,01344,Franklin County,42.589195,-72.485013
ESPERANZA ACADEMY,198 GARDEN ST,LAWRENCE,MA,01840,Essex County,42.709043,-71.157564
ESPIRITO SANTO PAROCHIAL SCHOOL,143 EVERETT ST,FALL RIVER,MA,02723,Bristol County,41.687846,-71.134607
Essex Elementary,12 Story Street,Essex,MA,01929,Essex County,42.632384,-70.789948
Essex North Shore Agricultural and Technical School,565 Maple Street,Hathorne,MA,01937,Essex County,42.59188,-70.978476
Eugene Wright Science and Technology Academy,180 Walnut Street,Chelsea,MA,02150,Suffolk County,42.3938,-71.036833
Everett Elementary School,71 Pleasant Street,Dorchester,MA,02125,Suffolk County,42.313656,-71.059796
Everett High,100 Elm Street,Everett,MA,02149,Middlesex County,42.414655,-71.044013
Everett W Robinson,245 East Street,Mansfield,MA,02048,Bristol County,42.027762,-71.204777
EVERGREEN CENTER,345 FORTUNE BLVD,MILFORD,MA,01757,Worcester County,42.158531,-71.497806
Excel Academy Charter School,58 Moore Street,East Boston,MA,02128,Suffolk County,42.382943,-71.018958
Excel High School,95 G. Street,South Boston,MA,02127,Suffolk County,42.332874,-71.044766
Ezra H Baker Innovation School,810 Route 28,West Dennis,MA,02670,Barnstable County,41.668489,-70.153124
F A Cleveland,33 George Willett Parkway,Norwood,MA,02062,Norfolk County,42.183895,-71.219642
F A Day Middle,21 Minot Place,Newtonville,MA,02460,Middlesex County,42.358133,-71.213174
FAIR ACRES COUNTRY DAY SCHOOL,35 FAIR ACRES DR,MARSTONS MILLS,MA,02648,Barnstable County,41.66909,-70.394291
Fairhaven High,12 Huttleston Avenue,Fairhaven,MA,02719,Bristol County,41.643579,-70.905505
Fairview Elementary,26 Memorial Ave.,Chicopee,MA,01020,Hampden County,42.20747,-72.574855
FAITH CHRISTIAN SCHOOL,384 WASHINGTON ST,GLOUCESTER,MA,01930,Essex County,42.632572,-70.678662
Fall Brook,25 DeCicco Dr,Leominster,MA,01453,Worcester County,42.495511,-71.768093
FALL RIVER DEACONESS HOME SCHOOL,259 PROSPECT ST,FALL RIVER,MA,02722,Bristol County,41.709246,-71.149843
Falls,2 Jackson Street,North Attleborough,MA,02760,Bristol County,41.972368,-71.314564
FALMOUTH ACADEMY,7 HIGHFIELD DR,FALMOUTH,MA,02540,Barnstable County,41.560124,-70.624495
Falmouth High,874 Gifford Street,Falmouth,MA,02540,Barnstable County,41.590053,-70.607732
Fannie E Proctor,26 Jefferson Rd,Northborough,MA,01532,Worcester County,42.30239,-71.652309
Farmington River Elementary,555 N Main Street,Otis,MA,01253,Berkshire County,42.207126,-73.096055
FAULKNER KINDERGARTEN,25 FAULKNER ST,NORTH BILLERICA,MA,01862,Middlesex County,42.592829,-71.283415
FAY SCHOOL,48 MAIN ST,SOUTHBOROUGH,MA,01772,Worcester County,42.304519,-71.533399
FAYERWEATHER STREET SCHOOL,765 CONCORD AVE,CAMBRIDGE,MA,02138,Middlesex County,42.39138,-71.154281
Fecteau-Leary Junior/Senior High School,33 North Common Street,Lynn,MA,01902,Essex County,42.464573,-70.95514
Federal Furnace School,860 Federal Furnace Road,Plymouth,MA,02360,Plymouth County,41.892339,-70.710787
Federal Street School,125 Federal Street,Greenfield,MA,01301,Franklin County,42.591426,-72.597642
FELLOWSHIP CHRISTIAN ACADEMY,1 FELLOWSHIP WAY,METHUEN,MA,01844,Essex County,42.744631,-71.223908
Fenway High School,67 Alleghany St,Roxbury,MA,02120,Suffolk County,42.330621,-71.099156
Ferryway,150 Cross Street,Malden,MA,02148,Middlesex County,42.421621,-71.059445
Field Elementary School,16 Alphabet Lane,Weston,MA,02493,Middlesex County,42.361381,-71.29628
FIRST BAPTIST CHRISTIAN SCHOOL,40 W ST,WEYMOUTH,MA,02190,Norfolk County,42.188068,-70.95864
FIRST LUTHERAN SCHOOL,1810 NORTHAMPTON ST,HOLYOKE,MA,01040,Hampden County,42.201296,-72.630259
Fisher,65 Gould Street,Walpole,MA,02081,Norfolk County,42.161713,-71.242497
Fisher Hill School,59 Dexter Street,Orange,MA,01364,Franklin County,42.59757,-72.311057
Fiske,55 Adams Street,Lexington,MA,02420,Middlesex County,42.458502,-71.220119
Fitchburg High,140 Arn-How Farm Rd,Fitchburg,MA,01420,Worcester County,42.62154,-71.80762
FITZGERALD INSTITUTE DBA FITZGERALD COMMUNITY SCHO,261 MAIN ST,NORTHBOROUGH,MA,01532,Worcester County,42.326967,-71.62417
Flagg Street,115 Flagg Street,Worcester,MA,01602,Worcester County,42.283786,-71.831634
Fletcher/Maynard Academy,225 Windsor Street,Cambridge,MA,02139,Middlesex County,42.366838,-71.095956
Floral Street School,57 Floral Street,Shrewsbury,MA,01545,Worcester County,42.283976,-71.693847
Florence Roche School,342 Main Street,Groton,MA,01450,Middlesex County,42.615747,-71.578562
Florence Sawyer School,100 Mechanic Street,Bolton,MA,01740,Worcester County,42.429707,-71.608536
Florida Ruffin Ridley School,345 Harvard Street,Brookline,MA,02446,Norfolk County,42.344924,-71.123599
FONTBONNE ACADEMY,930 BROOK RD,MILTON,MA,02186,Norfolk County,42.26091,-71.058621
Forest Avenue Elementary,136 Forest Avenue,Hudson,MA,01749,Middlesex County,42.389983,-71.544483
Forest Grove Middle,495 Grove Street,Worcester,MA,01605,Worcester County,42.288469,-71.813084
Forest Park Middle,46 Oakland Street,Springfield,MA,01108,Hampden County,42.085984,-72.56416
Forestdale,74 Sylvan Street,Malden,MA,02148,Middlesex County,42.440431,-71.053822
Forestdale School,151 Route 130,Sandwich,MA,02644,Barnstable County,41.697117,-70.504739
Fort Meadow Early Childhood Center,35 White Street,Westfield,MA,01085,Hampden County,42.121483,-72.743272
Fort River Elementary,70 So East Street,Amherst,MA,01002,Hampshire County,42.375513,-72.4987
Four Rivers Charter Public School,248 Colrain Road,Greenfield,MA,01301,Franklin County,42.59655,-72.621777
FOUR WINDS SCHOOL,54 FRENCH KING HWY,GILL,MA,01354,Franklin County,42.610307,-72.543805
Fowler School,3 Tiger Drive,Maynard,MA,01754,Middlesex County,42.421524,-71.456675
Fox Hill,1 Fox Hill Rd,Burlington,MA,01803,Middlesex County,42.529296,-71.188956
Foxborough High,120 South Street,Foxborough,MA,02035,Norfolk County,42.054555,-71.250115
Foxborough Regional Charter School,131 Central Street,Foxborough,MA,02035,Norfolk County,42.057287,-71.244753
Framingham High School,115 A Street,Framingham,MA,01701,Middlesex County,42.31844,-71.403535
Frances Drake School,95 Viscoloid Ave,Leominster,MA,01453,Worcester County,42.518824,-71.745227
Francis J Kane,520 Farm Road,Marlborough,MA,01752,Middlesex County,42.34304,-71.520288
Francis J McGrath Elementary,493 Grove Street,Worcester,MA,01605,Worcester County,42.285141,-71.812851
Francis M Leahy,233 Haverhill Street,Lawrence,MA,01840,Essex County,42.7105,-71.163897
Francis T Bresnahan Elementary,333 High Street,Newburyport,MA,01950,Essex County,42.819477,-70.896971
Francis W Parker,148 Billings Rd,Quincy,MA,02171,Norfolk County,42.27616,-71.02154
Francis W. Parker Charter Essential School,49 Antietam St,Devens,MA,01434,Middlesex County,42.548649,-71.606549
Francis Wyman Elementary,41 Terrrace Hall Avenue,Burlington,MA,01803,Middlesex County,42.50005,-71.21519
Frank H Freedman,90 Cherokee Dr,Springfield,MA,01109,Hampden County,42.10905,-72.52491
Frank M Sokolowski Elementary,300 Crescent Avenue,Chelsea,MA,02150,Suffolk County,42.399394,-71.019003
Franklin,125 Derby Street,West Newton,MA,02465,Middlesex County,42.358311,-71.22876
Franklin,2 Cypress Terrace,North Andover,MA,01845,Essex County,42.676513,-71.119567
Franklin Ave,22 Franklin Avenue,Westfield,MA,01085,Hampden County,42.128258,-72.757675
Franklin County Technical,82 Industrial Blvd,Turners Falls,MA,01376,Franklin County,42.597511,-72.521462
Franklin Early Childhood Development Center,224 Oak Street,Franklin,MA,02038,Norfolk County,42.091639,-71.405981
Franklin High,218 Oak Street,Franklin,MA,02038,Norfolk County,42.093678,-71.409312
Frederick C Murphy,417 Front Street,Weymouth,MA,02188,Norfolk County,42.205609,-70.960859
Frederick Harris,58 Hartford Ter,Springfield,MA,01118,Hampden County,42.09255,-72.53535
Frederick J Dutile,10 Dutile School Road,North Billerica,MA,01862,Middlesex County,42.56362,-71.2943
Frederick Pilot Middle School,270 Columbia Road,Dorchester,MA,02121,Suffolk County,42.30904,-71.0753
Frederick W. Hartnett Middle School,35 Federal Street,Blackstone,MA,01504,Worcester County,42.02243,-71.52918
Fredrick Douglass Collegiate Academy,300 Broad Street,Lynn,MA,01901,Essex County,42.46083,-70.944193
Freeman-Kennedy School,70 Boardman Street,Norfolk,MA,02056,Norfolk County,42.123984,-71.323531
Freetown Elementary School,43 Bullock Road,East Freetown,MA,02717,Bristol County,41.761288,-71.013648
Freetown-Lakeville Middle School,96 Howland Road,Lakeville,MA,02347,Plymouth County,41.78962,-70.98612
FRIENDS ACADEMY,1088 TUCKER RD,NORTH DARTMOUTH,MA,02747,Bristol County,41.624042,-70.982305
Frontier Regional,113 North Main Street,South Deerfield,MA,01373,Franklin County,42.483477,-72.605638
Frost Middle School,33 Hamlet Street,Lawrence,MA,01843,Essex County,42.68504,-71.16821
FRPS Early Learning Center,2501 South Main Street,Fall River,MA,02724,Bristol County,41.675371,-71.183002
Full Circle High School,81 Highland Ave,Somerville,MA,02143,Middlesex County,42.386739,-71.096106
FULL GOSPEL CHRISTIAN SCHOOL,110 UNION ST,WESTFIELD,MA,01085,Hampden County,42.1308,-72.73274
Fuller Meadow,143 South Main Street,Middleton,MA,01949,Essex County,42.583946,-71.009323
Fuller Middle,31 Flagg Drive,Framingham,MA,01701,Middlesex County,42.293782,-71.416794
Furnace Brook Middle,500 Furnace Street,Marshfield,MA,02050,Plymouth County,42.106724,-70.737942
FUSE SCHOOL,110 HARTWELL AVE STE 2,LEXINGTON,MA,02421,Middlesex County,42.46366,-71.261621
FUSE SCHOOL,508 BOSTON PROVIDENCE TPKE,NORWOOD,MA,02062,Norfolk County,42.194442,-71.18309
FUSION ACADEMY NEWTON,320 NEEDHAM ST STE 100,NEWTON,MA,02464,Middlesex County,42.307038,-71.215916
FUSION HINGHAM,99 DERBY ST STE 103,HINGHAM,MA,02043,Plymouth County,42.181335,-70.907216
Galvin Middle School,525 Main Street,Wakefield,MA,01880,Middlesex County,42.499668,-71.071132
GANN ACADEMY-THE NEW JEWISH HIGH SCHOOL,333 FOREST ST,WALTHAM,MA,02452,Middlesex County,42.39493,-71.216521
Gardner,10 Church Street,Swansea,MA,02777,Bristol County,41.724958,-71.202854
Gardner Academy for Learning and Technology,160 Elm Street,Gardner,MA,01440,Worcester County,42.575079,-71.98266
Gardner Elementary School,278 Pearl Street,Gardner,MA,01440,Worcester County,42.584501,-71.97143
Gardner High,200 Catherine Street,Gardner,MA,01440,Worcester County,42.58351,-71.97929
Gardner Middle School,297 Catherine Street,Gardner,MA,01440,Worcester County,42.586291,-71.977448
Gardner Pilot Academy,30 Athol Street,Allston,MA,02134,Suffolk County,42.360715,-71.134091
Garfield Elementary School,176 Garfield Avenue,Revere,MA,02151,Suffolk County,42.40366,-70.992637
Garfield Middle School,176 Garfield Avenue,Revere,MA,02151,Suffolk County,42.40366,-70.992637
Gates Lane,1238 Main Street,Worcester,MA,01603,Worcester County,42.242961,-71.843018
Gates Middle School,460 First Parish Rd,Scituate,MA,02066,Plymouth County,42.199498,-70.76836
Gateway Academy,415 Primrose St,Haverhill,MA,01830,Essex County,42.78856,-71.086581
Gateway Regional Middle School,12 Littleville Road,Huntington,MA,01050,Hampshire County,42.251029,-72.870161
Gateway Regional School,12 Littleville Road,Huntington,MA,01050,Hampshire County,42.251029,-72.870161
Gateway to College,300 Quaker Highway,Uxbridge,MA,01569,Worcester County,42.051153,-71.618045
Gateway to College at Holyoke Community College,303 Homestead Avenue,Holyoke,MA,01040,Hampden County,42.194612,-72.652544
Gateway to College at Springfield Technical Community Colleg,1 Armory Square Bldg. 19 Room 238,Springfield,MA,01102,Hampden County,42.108854,-72.57859
GATEWAYS ACADEMY,10 STANLEY RD,SHREWSBURY,MA,01545,Worcester County,42.274647,-71.741633
Gen John J Stefanik,720 Meadow Street,Chicopee,MA,01013,Hampden County,42.167033,-72.615372
General John Nixon Elementary,472 Concord Road,Sudbury,MA,01776,Middlesex County,42.39161,-71.40279
George F. Kelly Elementary,300 Crescent Avenue,Chelsea,MA,02150,Suffolk County,42.399394,-71.019003
George F. Willett,100 Westover Parkway,Norwood,MA,02062,Norfolk County,42.193672,-71.221824
George H Potter,185 Cross Rd,North Dartmouth,MA,02747,Bristol County,41.645572,-71.008474
George H. Englesby Elementary School,1580 Lakeview Ave,Dracut,MA,01826,Middlesex County,42.676153,-71.338026
George Keverian School,20 Nichols Street,Everett,MA,02149,Middlesex County,42.408895,-71.044658
George R Austin Intermediate School,112 Howland Road,Lakeville,MA,02347,Plymouth County,41.78934,-70.98099
George R Martin,445 Cole Street,Seekonk,MA,02771,Bristol County,41.79752,-71.316373
Georgetown High School,11 Winter Street,Georgetown,MA,01833,Essex County,42.724119,-70.986499
Georgetown Middle School,11 Winter Street,Georgetown,MA,01833,Essex County,42.724119,-70.986499
Gerard A. Guilmette,80 Bodwell Street,Lawrence,MA,01841,Essex County,42.70003,-71.1768
German Gerena Community School,200 Birnie Avenue,Springfield,MA,01107,Hampden County,42.118999,-72.610765
GERMAN INTERNATIONAL SCHOOL BOSTON,57 HOLTON ST,BOSTON,MA,02134,Suffolk County,42.360376,-71.136107
Gibbs School,41 Foster Street,Arlington,MA,02474,Middlesex County,42.41035,-71.145391
GIFFORD SCHOOL,177 BOSTON POST RD,WESTON,MA,02493,Middlesex County,42.367869,-71.277912
Gill Elementary,48 Boyle Rd,Gill,MA,01354,Franklin County,42.648899,-72.497412
Gilmore Elementary School,150 Clinton Street,Brockton,MA,02302,Plymouth County,42.066664,-71.012574
GLEN URQUHART SCHOOL,74 HART ST,BEVERLY,MA,01915,Essex County,42.569346,-70.817087
Glenbrook Middle,110 Cambridge Circle,Longmeadow,MA,01106,Hampden County,42.0437,-72.551207
GLENHAVEN ACADEMY,56 FRAMINGHAM RD # 58,MARLBOROUGH,MA,01752,Middlesex County,42.337596,-71.539038
Glenwood,50 Morrison Terrace,Springfield,MA,01104,Hampden County,42.132267,-72.590655
Glenwood Elementary School,65 Glenwood Road,Rutland,MA,01543,Worcester County,42.389213,-71.944163
Glickman Elementary,120 Ashland Avenue,Springfield,MA,01119,Hampden County,42.114187,-72.511663
Global Learning Charter Public School,101 Nye St.,New Bedford,MA,02746,Bristol County,41.660053,-70.9292822
Gloucester High,32 L O Johnson Rd,Gloucester,MA,01930,Essex County,42.6135,-70.676113
Gloucester PreSchool,2 Blackburn Drive,Gloucester,MA,01930,Essex County,42.62757,-70.654311
Glover,9 Maple Street,Marblehead,MA,01945,Essex County,42.490017,-70.879579
Glover,255 Canton Avenue,Milton,MA,02186,Norfolk County,42.261441,-71.074684
Goddard School/Science Technical,14 Richards Street,Worcester,MA,01603,Worcester County,42.24764,-71.824359
Golden Hill,140 Boardman Street,Haverhill,MA,01830,Essex County,42.775538,-71.058524
Goodnow Brothers Elementary School,441 Bolton Street,Marlborough,MA,01752,Middlesex County,42.3628,-71.547813
Goodrich Academy,111 Goodrich Street,Fitchburg,MA,01420,Worcester County,42.57817,-71.78166
Goodyear Elementary School,41 Central Street,Woburn,MA,01801,Middlesex County,42.480416,-71.124414
Gordon W. Mitchell School,435 Central Street,East Bridgewater,MA,02333,Plymouth County,42.028799,-70.945234
Gov Edward Winslow,60 Regis Rd,Marshfield,MA,02050,Plymouth County,42.070529,-70.669418
Gr Lawrence Regional Vocational Technical,57 River Rd,Andover,MA,01810,Essex County,42.690888,-71.194832
Gr Lowell Regional Vocational Technical,250 Pawtucket Blvd,Tyngsborough,MA,01879,Middlesex County,42.653956,-71.385874
Gr New Bedford Vocational Technical,1121 Ashley Blvd,New Bedford,MA,02745,Bristol County,41.690725,-70.937378
GRACE BAPTIST CHRISTIAN ACADEMY,1000 OAKHILL AVE,ATTLEBORO,MA,02703,Bristol County,41.91312,-71.263601
Grace Farrar Cole,81 High Street,Norwell,MA,02061,Plymouth County,42.166985,-70.879956
Grafton High School,24 Providence Rd,Grafton,MA,01519,Worcester County,42.211478,-71.695065
Grafton Middle,22 Providence Road,Grafton,MA,01519,Worcester County,42.212343,-71.693838
Grafton Street,311 Grafton Street,Worcester,MA,01604,Worcester County,42.256451,-71.787384
